,Model,Price,Year,Miles,Fuel,Transmission,EngineSize
12343,5 Series,26350,2019,7106,Diesel,Semiauto,2.0
12344,X1,25450,2019,5269,Petrol,Semiauto,1.5
12345,4 Series,15957,2016,33805,Diesel,Manual,2.0
12346,1 Series,15224,2018,12102,Petrol,Manual,1.5
12347,3 Series,24450,2019,2323,Diesel,Manual,2.0
12348,3 Series,24450,2019,3340,Diesel,Manual,2.0
12349,5 Series,36850,2020,13,Hybrid,Semiauto,2.0
12350,X4,37980,2019,10797,Diesel,Semiauto,3.0
12353,X4,35480,2019,13142,Diesel,Semiauto,2.0
12354,5 Series,29450,2019,5325,Diesel,Semiauto,2.0
12355,3 Series,29990,2019,8235,Diesel,Semiauto,2.0
12356,3 Series,28450,2019,8349,Petrol,Semiauto,2.0
12357,4 Series,24975,2019,5022,Diesel,Semiauto,2.0
12358,4 Series,24975,2019,11736,Diesel,Semiauto,2.0
12359,5 Series,31990,2020,10,Petrol,Semiauto,2.0
12360,5 Series,32850,2020,9,Hybrid,Semiauto,2.0
12364,3 Series,24490,2020,5,Diesel,Manual,2.0
12365,2 Series,22990,2020,12,Diesel,Manual,2.0
12366,3 Series,41990,2020,9,Petrol,Semiauto,3.0
12367,X1,24980,2019,3730,Petrol,Manual,1.5
12368,X1,28790,2019,3740,Petrol,Semiauto,2.0
12369,2 Series,21945,2019,8377,Petrol,Semiauto,2.0
12370,4 Series,24740,2019,11,Petrol,Semiauto,2.0
12371,5 Series,16990,2015,34250,Diesel,Semiauto,2.0
12372,1 Series,24980,2020,5000,Petrol,Semiauto,1.5
12373,4 Series,16730,2016,17309,Diesel,Manual,2.0
12374,1 Series,15965,2014,30000,Petrol,Manual,3.0
12375,4 Series,17465,2015,40500,Diesel,Semiauto,3.0
12376,2 Series,19240,2018,13077,Petrol,Automatic,2.0
12377,X1,15300,2017,55426,Diesel,Manual,2.0
12378,3 Series,18650,2018,29751,Diesel,Semiauto,2.0
12379,X1,8562,2013,67932,Diesel,Manual,2.0
12380,4 Series,14999,2014,15056,Petrol,Semiauto,2.0
12381,1 Series,14780,2017,23552,Diesel,Manual,1.5
12383,3 Series,31450,2019,4568,Petrol,Semiauto,2.0
12384,1 Series,16950,2019,12345,Diesel,Semiauto,2.0
12385,3 Series,25750,2019,12647,Diesel,Semiauto,2.0
12386,3 Series,25750,2019,10568,Diesel,Semiauto,2.0
12387,X5,46950,2019,7246,Diesel,Semiauto,3.0
12388,1 Series,18480,2017,14193,Petrol,Semiauto,1.5
12389,5 Series,26350,2019,5453,Diesel,Semiauto,2.0
12390,2 Series,22450,2020,10,Diesel,Manual,2.0
12391,3 Series,29990,2020,12,Diesel,Semiauto,2.0
12392,3 Series,23850,2020,15,Petrol,Semiauto,2.0
12394,4 Series,37450,2020,11,Diesel,Semiauto,3.0
12397,3 Series,19895,2017,11700,Diesel,Semiauto,2.0
12398,3 Series,23980,2019,4063,Diesel,Semiauto,2.0
12399,3 Series,29990,2019,10,Diesel,Manual,2.0
12400,2 Series,21480,2019,1850,Petrol,Semiauto,1.5
12402,4 Series,22480,2019,4020,Diesel,Semiauto,2.0
12403,2 Series,20980,2019,4691,Diesel,Semiauto,2.0
12404,5 Series,28990,2019,5471,Petrol,Semiauto,2.0
12405,5 Series,31880,2019,4669,Diesel,Semiauto,3.0
12406,3 Series,31450,2019,4682,Petrol,Semiauto,2.0
12407,2 Series,23975,2019,10,Diesel,Manual,2.0
12408,2 Series,23940,2019,9,Diesel,Semiauto,2.0
12409,5 Series,31875,2019,12,Petrol,Semiauto,2.0
12410,2 Series,19480,2017,14612,Diesel,Semiauto,2.0
12411,1 Series,16280,2016,5796,Petrol,Semiauto,1.5
12412,4 Series,26950,2019,500,Diesel,Semiauto,2.0
12413,3 Series,17980,2017,13350,Petrol,Semiauto,2.0
12414,X2,44980,2019,500,Diesel,Semiauto,2.0
12415,4 Series,25990,2019,11,Diesel,Semiauto,2.0
12416,3 Series,24990,2019,4229,Diesel,Manual,2.0
12417,X1,21250,2017,17961,Petrol,Semiauto,2.0
12418,2 Series,21000,2017,29484,Petrol,Semiauto,3.0
12419,X3,31000,2019,6981,Petrol,Semiauto,2.0
12420,4 Series,25000,2019,8592,Diesel,Semiauto,2.0
12421,3 Series,20900,2019,30243,Petrol,Semiauto,2.0
12422,X3,30000,2018,71587,Diesel,Semiauto,2.0
12423,1 Series,11250,2016,35447,Diesel,Manual,2.0
12424,5 Series,12891,2014,72000,Diesel,Semiauto,2.0
12425,4 Series,15991,2017,37847,Diesel,Semiauto,2.0
12426,2 Series,16195,2016,23594,Hybrid,Automatic,1.5
12427,X1,17980,2016,39004,Petrol,Semiauto,2.0
12428,4 Series,20991,2018,11455,Petrol,Manual,2.0
12429,6 Series,17791,2014,45012,Diesel,Semiauto,3.0
12430,1 Series,11711,2015,40560,Diesel,Manual,2.0
12431,7 Series,23995,2016,23600,Petrol,Semiauto,3.0
12432,4 Series,15650,2016,34236,Petrol,Manual,2.0
12433,1 Series,14397,2017,9243,Petrol,Manual,1.5
12434,1 Series,14397,2017,9243,Petrol,Manual,1.5
12435,1 Series,11650,2017,29116,Diesel,Manual,1.5
12436,1 Series,14420,2017,17357,Diesel,Manual,1.5
12437,4 Series,21980,2018,10146,Diesel,Semiauto,2.0
12438,7 Series,50980,2019,7606,Diesel,Semiauto,3.0
12439,X1,25745,2019,4928,Diesel,Semiauto,2.0
12440,4 Series,32950,2020,10,Petrol,Semiauto,3.0
12441,4 Series,27950,2020,10,Petrol,Semiauto,2.0
12442,4 Series,27950,2020,10,Diesel,Manual,2.0
12443,4 Series,26950,2020,10,Petrol,Semiauto,2.0
12444,1 Series,13984,2016,15445,Petrol,Manual,1.5
12445,5 Series,14280,2016,52889,Diesel,Automatic,2.0
12446,3 Series,12600,2016,19800,Petrol,Manual,1.5
12447,3 Series,13391,2015,62354,Diesel,Manual,2.0
12448,X3,23991,2017,17205,Diesel,Semiauto,2.0
12449,3 Series,11491,2015,55700,Diesel,Manual,2.0
12450,X5,47480,2019,5209,Diesel,Semiauto,3.0
12451,5 Series,12393,2015,80582,Diesel,Semiauto,2.0
12453,2 Series,13521,2015,55001,Diesel,Semiauto,2.0
12454,1 Series,14995,2017,13472,Diesel,Manual,2.0
12455,3 Series,19498,2018,32723,Petrol,Semiauto,2.0
12456,4 Series,23798,2018,8781,Diesel,Semiauto,3.0
12457,2 Series,19741,2019,4500,Petrol,Manual,1.5
12458,1 Series,20491,2017,12000,Petrol,Manual,3.0
12459,1 Series,18991,2016,16279,Petrol,Semiauto,3.0
12460,1 Series,13091,2015,35000,Diesel,Manual,2.0
12461,1 Series,14491,2018,28542,Diesel,Semiauto,1.5
12462,X1,21991,2018,27713,Diesel,Semiauto,2.0
12463,7 Series,14798,2014,60697,Diesel,Semiauto,3.0
12464,3 Series,16498,2016,22489,Hybrid,Semiauto,2.0
12465,3 Series,13798,2015,59936,Diesel,Semiauto,2.0
12466,1 Series,14195,2016,38094,Diesel,Semiauto,2.0
12467,4 Series,42194,2020,101,Petrol,Semiauto,3.0
12468,5 Series,17330,2016,31570,Diesel,Semiauto,2.0
12469,1 Series,13250,2016,26625,Petrol,Manual,1.5
12470,2 Series,17699,2016,32746,Petrol,Semiauto,3.0
12471,4 Series,36902,2020,101,Diesel,Semiauto,2.0
12472,X2,28279,2020,101,Diesel,Semiauto,2.0
12473,X2,30413,2020,101,Petrol,Semiauto,2.0
12474,1 Series,31016,2020,101,Diesel,Semiauto,2.0
12476,3 Series,35158,2020,101,Diesel,Semiauto,2.0
12477,3 Series,36402,2020,101,Petrol,Semiauto,2.0
12479,3 Series,21000,2019,10959,Diesel,Semiauto,2.0
12480,5 Series,29500,2018,9629,Diesel,Semiauto,3.0
12481,X5,26520,2016,59000,Diesel,Automatic,3.0
12482,3 Series,19992,2018,32456,Diesel,Semiauto,2.0
12483,2 Series,21012,2017,36367,Petrol,Semiauto,3.0
12484,2 Series,21726,2017,24442,Petrol,Semiauto,3.0
12485,1 Series,13158,2016,31218,Diesel,Semiauto,2.0
12486,5 Series,15189,2015,54636,Diesel,Semiauto,2.0
12487,1 Series,12741,2016,42500,Diesel,Manual,2.0
12488,3 Series,19300,2016,13500,Hybrid,Semiauto,2.0
12489,X3,39991,2019,1266,Diesel,Semiauto,2.0
12490,1 Series,14644,2015,31900,Diesel,Manual,2.0
12491,3 Series,21560,2018,36646,Diesel,Semiauto,3.0
12492,X3,19498,2015,30256,Diesel,Semiauto,2.0
12493,1 Series,21798,2017,12967,Petrol,Semiauto,3.0
12494,3 Series,20498,2018,19620,Petrol,Semiauto,2.0
12495,3 Series,15498,2016,13377,Petrol,Semiauto,2.0
12496,3 Series,20298,2018,26751,Petrol,Semiauto,2.0
12497,3 Series,20998,2018,14486,Petrol,Semiauto,2.0
12498,X4,38000,2019,15118,Petrol,Semiauto,3.0
12499,X5,37500,2018,6836,Diesel,Automatic,3.0
12500,4 Series,18000,2016,15788,Diesel,Automatic,2.0
12501,X5,43750,2019,10829,Diesel,Semiauto,3.0
12502,3 Series,19895,2016,26200,Diesel,Semiauto,3.0
12503,2 Series,17798,2018,9816,Petrol,Semiauto,2.0
12504,3 Series,14595,2017,24624,Petrol,Automatic,2.0
12505,3 Series,28361,2019,13547,Petrol,Semiauto,2.0
12506,2 Series,27416,2019,2171,Diesel,Semiauto,2.0
12507,5 Series,22850,2017,20951,Diesel,Semiauto,2.0
12508,1 Series,16250,2017,35332,Diesel,Semiauto,2.0
12509,5 Series,40985,2019,7998,Petrol,Semiauto,2.0
12510,X2,29000,2019,3351,Petrol,Semiauto,2.0
12511,2 Series,21300,2019,2455,Diesel,Manual,2.0
12512,X1,31200,2019,2517,Diesel,Semiauto,2.0
12514,X2,33800,2019,4291,Petrol,Semiauto,2.0
12515,2 Series,21600,2019,1455,Diesel,Manual,2.0
12516,3 Series,25330,2019,2307,Diesel,Semiauto,2.0
12517,3 Series,14230,2016,57736,Petrol,Manual,2.0
12518,X1,30920,2019,5234,Diesel,Manual,2.0
12519,4 Series,20750,2018,7261,Diesel,Semiauto,2.0
12520,X4,38500,2019,10802,Diesel,Semiauto,3.0
12521,7 Series,48782,2019,101,Diesel,Semiauto,3.0
12522,5 Series,42650,2019,101,Petrol,Semiauto,2.0
12523,5 Series,42650,2019,101,Petrol,Semiauto,2.0
12524,3 Series,22500,2016,24079,Diesel,Semiauto,3.0
12525,3 Series,15000,2015,47773,Diesel,Semiauto,2.0
12526,4 Series,24250,2019,5758,Diesel,Automatic,2.0
12527,3 Series,24000,2019,12473,Diesel,Automatic,2.0
12528,X5,53500,2019,6601,Diesel,Automatic,3.0
12529,3 Series,27850,2019,2965,Diesel,Automatic,2.0
12530,3 Series,22900,2018,27800,Petrol,Semiauto,2.0
12531,4 Series,25900,2019,12202,Petrol,Semiauto,2.0
12532,5 Series,42400,2019,101,Petrol,Semiauto,2.0
12533,7 Series,50390,2019,2218,Petrol,Semiauto,3.0
12534,7 Series,46500,2019,6249,Diesel,Semiauto,3.0
12535,3 Series,23298,2019,15221,Diesel,Semiauto,2.0
12536,X1,14998,2016,52422,Diesel,Manual,2.0
12537,X1,21350,2017,17877,Diesel,Automatic,2.0
12538,2 Series,21500,2019,6649,Petrol,Manual,1.5
12539,7 Series,52900,2019,2919,Diesel,Semiauto,3.0
12540,3 Series,21397,2018,5034,Diesel,Semiauto,2.0
12541,2 Series,26991,2019,103,Diesel,Manual,2.0
12542,2 Series,27990,2019,1614,Diesel,Semiauto,2.0
12543,2 Series,28361,2019,101,Petrol,Semiauto,2.0
12544,3 Series,13298,2016,62655,Diesel,Semiauto,2.0
12545,4 Series,19444,2016,55297,Diesel,Semiauto,3.0
12546,X1,21250,2017,17962,Petrol,Semiauto,2.0
12547,5 Series,26500,2017,17766,Diesel,Automatic,3.0
12548,2 Series,19000,2018,9641,Petrol,Semiauto,2.0
12549,3 Series,26750,2019,4327,Diesel,Semiauto,3.0
12550,3 Series,19900,2018,12030,Diesel,Semiauto,2.0
12551,3 Series,14558,2017,28487,Petrol,Semiauto,1.5
12552,X1,16650,2016,27843,Diesel,Semiauto,2.0
12553,3 Series,37991,2019,7447,Petrol,Semiauto,3.0
12554,X5,33991,2017,32771,Diesel,Automatic,3.0
12555,X4,38500,2019,12733,Diesel,Semiauto,3.0
12556,2 Series,16991,2017,20626,Diesel,Manual,2.0
12558,X7,65050,2019,3192,Diesel,Semiauto,3.0
12559,5 Series,28800,2019,5360,Diesel,Semiauto,2.0
12560,3 Series,29480,2019,2228,Diesel,Semiauto,2.0
12561,1 Series,16980,2019,12,Diesel,Manual,2.0
12562,4 Series,24785,2019,2924,Petrol,Semiauto,2.0
12563,4 Series,18490,2016,38692,Diesel,Semiauto,2.0
12564,3 Series,19490,2018,28816,Petrol,Semiauto,2.0
12565,3 Series,26260,2019,14612,Petrol,Semiauto,3.0
12566,X5,30991,2016,14286,Diesel,Automatic,3.0
12567,3 Series,14531,2015,41330,Diesel,Semiauto,2.0
12568,X5,37500,2017,11261,Diesel,Automatic,3.0
12569,2 Series,17858,2017,28561,Hybrid,Automatic,1.5
12570,7 Series,29240,2016,20619,Diesel,Semiauto,3.0
12571,1 Series,19991,2017,20302,Petrol,Manual,3.0
12572,3 Series,27480,2019,18,Diesel,Manual,2.0
12573,4 Series,29840,2019,6011,Diesel,Semiauto,2.0
12574,2 Series,21480,2019,3347,Diesel,Manual,2.0
12575,2 Series,19980,2019,1900,Petrol,Manual,1.5
12576,2 Series,19980,2019,10,Petrol,Manual,1.5
12577,X1,25780,2019,4224,Diesel,Semiauto,2.0
12578,3 Series,27480,2019,4398,Diesel,Manual,2.0
12579,3 Series,26498,2019,17794,Diesel,Semiauto,2.0
12580,1 Series,11491,2016,36200,Diesel,Manual,1.5
12581,1 Series,15991,2013,50039,Petrol,Semiauto,3.0
12582,3 Series,15991,2015,48000,Diesel,Semiauto,3.0
12583,5 Series,29991,2018,12000,Diesel,Semiauto,3.0
12584,4 Series,15991,2015,28000,Petrol,Manual,2.0
12585,X3,33990,2019,3440,Diesel,Semiauto,2.0
12586,X3,38990,2019,5656,Diesel,Semiauto,3.0
12587,3 Series,30940,2020,1586,Diesel,Semiauto,2.0
12588,2 Series,22990,2019,8567,Diesel,Manual,2.0
12589,1 Series,29950,2020,3422,Diesel,Semiauto,2.0
12590,3 Series,20990,2017,6971,Diesel,Semiauto,2.0
12591,X1,19990,2017,18754,Diesel,Semiauto,2.0
12593,3 Series,13990,2014,29046,Diesel,Semiauto,2.0
12594,2 Series,18990,2017,31208,Diesel,Semiauto,2.0
12596,5 Series,26990,2020,14,Petrol,Semiauto,2.0
12597,2 Series,14490,2016,40115,Diesel,Semiauto,2.0
12598,3 Series,13990,2015,45116,Petrol,Semiauto,2.0
12599,5 Series,32990,2019,4716,Diesel,Semiauto,3.0
12600,2 Series,20840,2019,6050,Petrol,Semiauto,1.5
12601,1 Series,15450,2017,19383,Diesel,Semiauto,1.5
12602,1 Series,20990,2017,25249,Diesel,Semiauto,2.0
12603,5 Series,25490,2019,5656,Petrol,Semiauto,2.0
12604,3 Series,37490,2019,9565,Petrol,Semiauto,3.0
12605,5 Series,42124,2020,101,Petrol,Semiauto,3.0
12606,X6,27750,2016,38680,Diesel,Semiauto,3.0
12607,X3,31200,2019,17173,Petrol,Semiauto,2.0
12608,4 Series,34885,2019,4883,Diesel,Semiauto,2.0
12609,1 Series,32760,2019,2690,Petrol,Semiauto,2.0
12610,4 Series,22690,2019,4940,Diesel,Semiauto,2.0
12611,4 Series,22490,2019,7949,Diesel,Semiauto,2.0
12612,X3,32490,2020,6565,Diesel,Semiauto,2.0
12613,2 Series,18990,2018,13600,Petrol,Semiauto,2.0
12614,3 Series,20030,2017,44751,Petrol,Semiauto,2.0
12615,4 Series,20385,2017,19221,Diesel,Semiauto,2.0
12616,3 Series,21420,2018,21328,Diesel,Semiauto,2.0
12617,4 Series,19972,2016,15705,Petrol,Semiauto,2.0
12618,4 Series,21216,2018,11685,Diesel,Semiauto,2.0
12619,3 Series,20298,2019,6018,Diesel,Manual,2.0
12620,4 Series,32087,2019,1678,Diesel,Semiauto,2.0
12621,X3,34991,2019,2549,Diesel,Semiauto,2.0
12622,3 Series,16200,2016,17252,Diesel,Semiauto,2.0
12623,X4,49481,2020,101,Diesel,Semiauto,3.0
12624,X4,41904,2020,101,Diesel,Semiauto,2.0
12625,1 Series,26991,2020,5,Petrol,Semiauto,1.5
12626,3 Series,17991,2017,48356,Diesel,Semiauto,2.0
12627,4 Series,21990,2019,9654,Diesel,Semiauto,2.0
12628,4 Series,24490,2019,9232,Petrol,Manual,2.0
12629,4 Series,23490,2019,8175,Diesel,Semiauto,2.0
12630,X2,34990,2020,10,Petrol,Semiauto,2.0
12632,3 Series,28990,2020,14,Diesel,Semiauto,2.0
12633,3 Series,28990,2020,14,Diesel,Semiauto,2.0
12634,5 Series,35840,2019,11,Diesel,Semiauto,3.0
12635,4 Series,16990,2015,24450,Petrol,Semiauto,2.0
12636,5 Series,31490,2018,11798,Petrol,Semiauto,3.0
12637,3 Series,16990,2015,29706,Diesel,Semiauto,2.0
12638,1 Series,14950,2017,13971,Diesel,Manual,2.0
12639,X3,22490,2017,13697,Diesel,Semiauto,2.0
12640,2 Series,14990,2016,16685,Petrol,Semiauto,1.5
12641,2 Series,14990,2017,14643,Petrol,Manual,1.5
12642,X7,77990,2020,5656,Diesel,Semiauto,3.0
12643,X6,67990,2020,5656,Diesel,Semiauto,3.0
12644,X7,77880,2019,6506,Diesel,Semiauto,3.0
12645,X7,77880,2019,6506,Diesel,Semiauto,3.0
12646,5 Series,27990,2020,9,Petrol,Semiauto,2.0
12647,3 Series,24990,2020,22,Diesel,Semiauto,2.0
12648,2 Series,21890,2020,10,Petrol,Semiauto,1.5
12649,5 Series,26990,2020,6,Petrol,Semiauto,2.0
12650,3 Series,17490,2017,18138,Diesel,Semiauto,2.0
12652,X5,38990,2017,19094,Diesel,Automatic,3.0
12653,1 Series,23490,2020,6565,Diesel,Manual,2.0
12654,2 Series,22990,2020,11,Petrol,Semiauto,2.0
12655,X4,36490,2019,4068,Diesel,Semiauto,3.0
12656,1 Series,24490,2019,2036,Diesel,Semiauto,2.0
12657,3 Series,24990,2020,16,Diesel,Semiauto,2.0
12658,5 Series,27990,2020,9,Hybrid,Semiauto,2.0
12659,4 Series,28990,2019,5656,Diesel,Semiauto,3.0
12660,X4,34990,2019,5656,Diesel,Semiauto,2.0
12661,1 Series,25490,2019,10,Diesel,Manual,2.0
12662,5 Series,26350,2019,10312,Diesel,Semiauto,2.0
12663,1 Series,29490,2019,7656,Petrol,Semiauto,2.0
12664,3 Series,30850,2020,5656,Diesel,Semiauto,2.0
12665,2 Series,24990,2019,10,Petrol,Semiauto,2.0
12666,1 Series,24450,2019,10,Petrol,Manual,1.5
12667,X7,63990,2020,6137,Diesel,Semiauto,3.0
12669,4 Series,27890,2019,2476,Petrol,Semiauto,2.0
12670,X2,28490,2019,2949,Diesel,Semiauto,2.0
12671,4 Series,26490,2019,1652,Petrol,Semiauto,2.0
12672,4 Series,25850,2019,2146,Diesel,Semiauto,2.0
12673,4 Series,25850,2019,1980,Diesel,Semiauto,2.0
12674,2 Series,22650,2019,100,Diesel,Manual,2.0
12675,5 Series,22600,2018,14102,Diesel,Semiauto,2.0
12676,X1,13991,2016,46424,Diesel,Manual,2.0
12677,3 Series,23980,2019,4628,Diesel,Semiauto,2.0
12678,5 Series,29990,2020,10,Petrol,Semiauto,2.0
12679,X2,23450,2020,15,Diesel,Manual,2.0
12680,4 Series,25980,2020,14,Petrol,Manual,2.0
12681,1 Series,20490,2020,6262,Petrol,Manual,1.5
12682,3 Series,28990,2020,5656,Diesel,Semiauto,2.0
12683,3 Series,30490,2020,6565,Diesel,Semiauto,2.0
12684,3 Series,32790,2020,5656,Diesel,Semiauto,3.0
12685,1 Series,30990,2020,5656,Petrol,Semiauto,2.0
12686,3 Series,33990,2020,5665,Petrol,Semiauto,2.0
12687,4 Series,23450,2019,6900,Diesel,Semiauto,2.0
12688,7 Series,32990,2016,21224,Petrol,Semiauto,4.4
12689,2 Series,17261,2015,25637,Petrol,Manual,3.0
12690,X4,36750,2019,15508,Diesel,Semiauto,3.0
12691,X1,17700,2016,37326,Diesel,Semiauto,2.0
12692,1 Series,22991,2017,15709,Petrol,Semiauto,3.0
12693,X4,25990,2017,25357,Diesel,Semiauto,3.0
12694,4 Series,24800,2018,29435,Diesel,Semiauto,3.0
12695,5 Series,26350,2019,4694,Diesel,Semiauto,2.0
12696,3 Series,28450,2019,9809,Petrol,Semiauto,2.0
12697,5 Series,26350,2019,6260,Diesel,Semiauto,2.0
12698,5 Series,26350,2019,9334,Diesel,Semiauto,2.0
12699,3 Series,28990,2020,4,Diesel,Semiauto,2.0
12700,3 Series,24450,2019,4725,Diesel,Manual,2.0
12701,3 Series,27450,2019,7827,Petrol,Semiauto,2.0
12702,7 Series,49990,2019,10478,Petrol,Semiauto,3.0
12703,X7,78490,2020,4919,Diesel,Semiauto,3.0
12704,5 Series,26490,2019,10656,Diesel,Semiauto,2.0
12705,5 Series,24397,2019,10423,Diesel,Semiauto,2.0
12706,4 Series,28697,2019,4927,Diesel,Semiauto,3.0
12707,X2,29490,2019,1155,Diesel,Semiauto,2.0
12708,1 Series,29950,2019,10,Diesel,Semiauto,2.0
12709,4 Series,25450,2019,1678,Petrol,Semiauto,2.0
12710,X7,69990,2020,5087,Diesel,Semiauto,3.0
12711,1 Series,27490,2019,2270,Diesel,Semiauto,2.0
12712,5 Series,34850,2020,16,Hybrid,Semiauto,2.0
12713,X2,30990,2020,6,Petrol,Manual,1.5
12714,3 Series,23490,2020,15,Diesel,Manual,2.0
12715,X3,25990,2017,26325,Diesel,Semiauto,3.0
12716,3 Series,29990,2020,9,Diesel,Semiauto,2.0
12717,3 Series,29990,2020,9,Diesel,Semiauto,2.0
12718,3 Series,23990,2020,13,Diesel,Manual,2.0
12719,1 Series,18897,2016,32632,Petrol,Semiauto,3.0
12720,3 Series,27997,2019,16330,Diesel,Semiauto,3.0
12721,3 Series,28497,2019,9898,Diesel,Semiauto,3.0
12722,3 Series,24597,2019,5574,Petrol,Semiauto,2.0
12723,2 Series,32271,2018,103,Diesel,Semiauto,2.0
12724,X2,32991,2019,2899,Petrol,Semiauto,2.0
12725,2 Series,22991,2019,103,Petrol,Manual,1.5
12726,X2,24530,2018,25660,Diesel,Semiauto,2.0
12727,X1,23497,2019,105,Petrol,Semiauto,2.0
12728,2 Series,22490,2019,10,Petrol,Manual,1.5
12729,1 Series,22490,2019,10,Petrol,Manual,1.5
12730,1 Series,27990,2019,10,Diesel,Semiauto,2.0
12731,1 Series,23990,2019,10,Petrol,Manual,1.5
12732,1 Series,23990,2019,10,Petrol,Manual,1.5
12733,X2,26490,2019,10,Petrol,Semiauto,2.0
12734,1 Series,24990,2019,10,Diesel,Manual,2.0
12735,1 Series,21990,2016,10,Diesel,Semiauto,1.5
12736,1 Series,18990,2016,10,Diesel,Manual,1.5
12737,3 Series,29990,2019,7460,Diesel,Semiauto,2.0
12738,3 Series,28440,2019,8788,Diesel,Semiauto,2.0
12739,5 Series,32850,2020,5,Hybrid,Semiauto,2.0
12740,X2,26890,2020,9,Diesel,Manual,2.0
12741,5 Series,27990,2020,8,Hybrid,Semiauto,2.0
12742,4 Series,33890,2020,9,Diesel,Semiauto,3.0
12743,5 Series,23980,2017,29539,Diesel,Semiauto,2.0
12744,3 Series,30326,2019,3392,Petrol,Semiauto,2.0
12745,3 Series,22850,2020,12,Petrol,Semiauto,2.0
12746,5 Series,16300,2016,21464,Diesel,Semiauto,2.0
12748,X6,32800,2016,26615,Diesel,Semiauto,3.0
12749,X5,57990,2017,10,Diesel,Automatic,3.0
12750,3 Series,35990,2017,112,Diesel,Semiauto,3.0
12751,1 Series,21940,2020,514,Petrol,Manual,1.5
12752,1 Series,19490,2016,10,Diesel,Manual,1.5
12753,1 Series,19490,2016,10,Diesel,Manual,1.5
12754,4 Series,25945,2018,20011,Petrol,Semiauto,3.0
12755,3 Series,22875,2018,8973,Petrol,Semiauto,2.0
12756,2 Series,21945,2019,11687,Petrol,Semiauto,2.0
12757,2 Series,22440,2019,10,Petrol,Manual,1.5
12758,X1,20845,2016,17699,Petrol,Semiauto,2.0
12759,3 Series,31390,2019,5029,Petrol,Semiauto,2.0
12760,3 Series,24990,2019,4753,Diesel,Manual,2.0
12761,3 Series,24950,2019,3238,Diesel,Manual,2.0
12762,5 Series,30980,2019,9709,Diesel,Semiauto,3.0
12763,3 Series,23790,2019,8178,Petrol,Semiauto,2.0
12764,3 Series,23980,2019,2198,Petrol,Semiauto,2.0
12765,4 Series,24975,2019,9533,Diesel,Semiauto,2.0
12766,2 Series,23110,2018,19598,Petrol,Semiauto,3.0
12767,4 Series,17450,2016,27089,Diesel,Semiauto,2.0
12768,1 Series,22490,2017,23120,Petrol,Semiauto,3.0
12769,2 Series,16000,2015,29788,Diesel,Semiauto,2.0
12770,2 Series,26095,2020,101,Petrol,Manual,1.5
12771,1 Series,17697,2019,3312,Petrol,Manual,1.5
12772,X5,50990,2017,10,Diesel,Automatic,3.0
12773,1 Series,24490,2017,102,Diesel,Manual,2.0
12774,1 Series,19990,2016,10,Petrol,Manual,1.5
12776,X1,29450,2020,10,Diesel,Semiauto,2.0
12777,X5,51990,2017,10,Diesel,Automatic,3.0
12778,4 Series,16900,2017,19834,Diesel,Automatic,2.0
12779,3 Series,15620,2018,19281,Diesel,Manual,2.0
12780,2 Series,24475,2020,117,Diesel,Manual,2.0
12781,2 Series,23475,2020,12,Petrol,Semiauto,1.5
12782,4 Series,22440,2018,13673,Petrol,Semiauto,2.0
12783,X1,25450,2019,5021,Petrol,Semiauto,1.5
12784,5 Series,36875,2019,10,Diesel,Semiauto,3.0
12785,5 Series,26350,2019,9062,Diesel,Semiauto,2.0
12786,1 Series,20990,2016,10,Diesel,Manual,2.0
12787,1 Series,20990,2016,10,Diesel,Manual,2.0
12788,2 Series,22950,2019,11,Diesel,Semiauto,2.0
12789,2 Series,23890,2019,14,Diesel,Semiauto,2.0
12790,4 Series,33490,2019,10,Diesel,Semiauto,3.0
12791,5 Series,35475,2019,15,Diesel,Semiauto,3.0
12792,3 Series,23775,2019,2552,Petrol,Semiauto,2.0
12793,3 Series,23775,2019,2359,Petrol,Semiauto,2.0
12794,5 Series,12298,2014,52598,Diesel,Semiauto,2.0
12795,1 Series,15995,2019,5500,Diesel,Manual,2.0
12796,1 Series,8250,2014,67654,Diesel,Manual,1.6
12797,3 Series,14894,2014,36771,Diesel,Semiauto,3.0
12798,3 Series,18000,2016,29978,Diesel,Semiauto,3.0
12799,5 Series,27980,2018,29482,Diesel,Semiauto,3.0
12800,4 Series,24980,2016,10,Petrol,Manual,2.0
12801,4 Series,41990,2017,10,Petrol,Automatic,3.0
12802,X1,25990,2017,10,Diesel,Manual,2.0
12803,X1,30980,2017,10,Petrol,Semiauto,2.0
12804,1 Series,19490,2017,10,Petrol,Manual,1.5
12805,X6,49975,2020,2950,Diesel,Semiauto,3.0
12806,2 Series,23975,2019,3013,Diesel,Semiauto,2.0
12807,4 Series,28975,2019,3783,Diesel,Semiauto,3.0
12808,3 Series,32475,2020,12,Diesel,Semiauto,2.0
12809,5 Series,32475,2020,12,Hybrid,Semiauto,2.0
12810,3 Series,33475,2020,12,Diesel,Semiauto,2.0
12811,X6,54975,2020,1075,Petrol,Semiauto,3.0
12812,X2,22470,2018,10500,Diesel,Semiauto,2.0
12813,3 Series,14998,2015,81455,Diesel,Semiauto,3.0
12814,3 Series,21998,2018,17810,Diesel,Semiauto,2.0
12815,3 Series,19498,2018,17686,Diesel,Semiauto,2.0
12816,X2,27990,2019,10,Petrol,Semiauto,2.0
